ability_id,source_type,source_id,name,text,source_file
4175-82c6-8e96-bef8:invulnerable-save:7a6d-3d1c-ae76-3455,unit,4175-82c6-8e96-bef8,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Knights Library.cat
4175-82c6-8e96-bef8:shock-charge:5053-d4f1-9f6-a113,unit,4175-82c6-8e96-bef8,Shock Charge,"You can target this model with the Tank Shock Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.",Chaos - Chaos Knights Library.cat
4175-82c6-8e96-bef8:dark-fervour-(aura):d211-dc16-2bb6-90f7,unit,4175-82c6-8e96-bef8,Dark Fervour (Aura),"While a friendly ^^**War Dog^^** model is within 6"" of this model, ranged weapons equipped by that ^^**War Dog^^** model have the [ASSAULT] ability.",Chaos - Chaos Knights Library.cat
b6e5-911b-93f-476:invulnerable-save:84bf-4183-5e68-5768,unit,b6e5-911b-93f-476,Invulnerable Save,This model has a 5+ invulnerable save against ranged attacks.,Chaos - Chaos Knights Library.cat
b6e5-911b-93f-476:storm-of-bolts:8ee2-d7a7-c821-24fa,unit,b6e5-911b-93f-476,Storm of Bolts,"In your Shooting phase, after this model has shot, select one unit (excluding ^^**Monsters^^** and ^^**Vehicles^^**) hit by one or more of those attacks. Until the start of your next turn, while this model is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.",Chaos - Chaos Knights Library.cat
b6e5-911b-93f-476:offerings-for-the-dark-gods-(aura):75f4-754b-632e-ccb7,unit,b6e5-911b-93f-476,Offerings for the Dark Gods (Aura),"While a friendly ^^**War Dog^^** model is within 6"" of this model, ranged weapons equipped by that ^^**War Dog^^** model have the [SUSTAINED HITS 1] ability.",Chaos - Chaos Knights Library.cat
ec6e-d1d6-f7c6-d008:invulnerable-save:c10-a72e-ec49-7995,unit,ec6e-d1d6-f7c6-d008,Invulnerable Save,This model has a 5+ invulnerable save against ranged attacks.,Chaos - Chaos Knights Library.cat
ec6e-d1d6-f7c6-d008:searing-flames:87e2-fd19-7923-c24,unit,ec6e-d1d6-f7c6-d008,Searing Flames,"In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with an Acheron flame cannon. Until the end of the phase, that enemy unit cannot have the Benefit of Cover.",Chaos - Chaos Knights Library.cat
ec6e-d1d6-f7c6-d008:unrestrained-terror-(aura):fba5-f8cf-a268-d9d7,unit,ec6e-d1d6-f7c6-d008,Unrestrained Terror (Aura),"While a friendly ^^**War Dog^^** model is within 6"" of this model, it is affected by this ability. At the start of the Fight phase, each enemy unit within Engagement Range of one or more ^^**War Dog^^** units affected by this ability must take a Battle-shock test.",Chaos - Chaos Knights Library.cat
8b1d-9029-f9e1-42d9:invulnerable-save:f71c-3753-d130-cfe2,unit,8b1d-9029-f9e1-42d9,Invulnerable Save,This model has a 5+ invulnerable save.,Chaos - Chaos Knights Library.cat
8b1d-9029-f9e1-42d9:macro-extinction-protocols:c0a2-6cfb-3e11-6316,unit,8b1d-9029-f9e1-42d9,Macro-extinction Protocols,"Each time this model makes an attack that targets a ^^**Monster^^** or ^^**Vehicle^^** unit, add 1 to the Hit roll. If that target is ^^**Titanic^^** or ^^**Towering^^**, add 1 to the Wound roll as well.",Chaos - Chaos Knights Library.cat
8b1d-9029-f9e1-42d9:consumed-with-hunger-(aura):c43b-6529-75b4-457a,unit,8b1d-9029-f9e1-42d9,Consumed with Hunger (Aura),"While a friendly ^^**War Dog^^** model is within 6"" of this model, each time that ^^**War Dog^^** model makes an attack that targets a ^^**Titanic^^** or ^^**Towering^^** unit, you can re-roll the Hit roll.",Chaos - Chaos Knights Library.cat
2d0e-5b83-b678-56dc:invulnerable-save:ca52-f026-f24-eed8,unit,2d0e-5b83-b678-56dc,Invulnerable Save,This model has a 5+ invulnerable save.,Chaos - Chaos Knights Library.cat
2d0e-5b83-b678-56dc:repair-auto-simulacra:1174-f573-83eb-2521,unit,2d0e-5b83-b678-56dc,Repair Auto-simulacra,"At the end of your Command phase, this model regains up to D3 lost wounds.",Chaos - Chaos Knights Library.cat
106c-4bdf-79a4-1c70:invulnerable-save:6a34-1ef2-5069-91c7,unit,106c-4bdf-79a4-1c70,Invulnerable Save,This model has a 5+ invulnerable save.,Chaos - Chaos Knights Library.cat
106c-4bdf-79a4-1c70:grav-pinned:2f08-fd49-520d-c001,unit,106c-4bdf-79a4-1c70,Grav-pinned,"In your Shooting phase, after this model has shot, if an enemy ^^**Infantry^^** unit was hit by one or more of those attacks made with a graviton crusher, until the end of your opponent’s next turn, that enemy unit is grav-pinned. While a unit is grav-pinned, subtract 2 from that unit’s Move characteristic and subtract 2 from Advance and Charge rolls made for that unit.",Chaos - Chaos Knights Library.cat
106c-4bdf-79a4-1c70:preysight-(aura):fde0-47bb-5767-5537,unit,106c-4bdf-79a4-1c70,Preysight (Aura),"While a friendly ^^**War Dog^^** model is within 6"" of this model, ranged weapons equipped by that ^^**War Dog^^** model have the [IGNORES COVER] ability.",Chaos - Chaos Knights Library.cat
ae7c-3679-a88-6895:invulnerable-save:9155-86e3-7298-9c35,unit,ae7c-3679-a88-6895,Invulnerable Save,This model has a 5+ invulnerable save against ranged attacks.,Chaos - Chaos Knights Library.cat
ae7c-3679-a88-6895:protection-protocols:5f6b-e13c-2fb2-fdf7,unit,ae7c-3679-a88-6895,Protection Protocols,"You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.",Chaos - Chaos Knights Library.cat
c0a2-eb65-6d34-5bc6:invulnerable-save:06aa-8ba9-4637-a2fe,unit,c0a2-eb65-6d34-5bc6,Invulnerable Save,This model has a 5+ invulnerable save against ranged attacks.,Chaos - Chaos Knights Library.cat
c0a2-eb65-6d34-5bc6:methodical-destruction:18c3-bb63-3d2b-10fa,unit,c0a2-eb65-6d34-5bc6,Methodical Destruction,"At the start of the first battle round, select one unit from your opponent's army to be this model's victim. Each time this model makes an attack that targets its victim, you can re-roll the Wound roll. Each time this model's victim is destroyed, select one new enemy unit to be this model's victim.",Chaos - Chaos Knights Library.cat
c0a2-eb65-6d34-5bc6:close-range-killers-(aura):31ed-3d34-0d2b-60d2,unit,c0a2-eb65-6d34-5bc6,Close-range Killers (Aura),"While a friendly ^^**War Dog^^** model is within 9"" of this model, each time that ^^**War Dog^^** model makes an attack that targets the closest enemy unit, improve the Armour Penetration characteristic of that attack by 1.",Chaos - Chaos Knights Library.cat
76b4-a2c4-208e-ceb9:the-warmaster:fa7d-7d46-9985-4d7a,unit,76b4-a2c4-208e-ceb9,The Warmaster,"In your Command phase, select one Warmaster ability. Until the start of your next Command phase, this model has that ability.",Chaos - Chaos Space Marines.cat
76b4-a2c4-208e-ceb9:dark-destiny:c6c6-4956-b0e4-8e3c,unit,76b4-a2c4-208e-ceb9,Dark Destiny,"Each time this model makes a Dark Pact and does not fail the resulting Leadership test, if the result of that test was 7+, you gain 1CP.",Chaos - Chaos Space Marines.cat
76b4-a2c4-208e-ceb9:leader:840f-5d08-8f3c-8d60,unit,76b4-a2c4-208e-ceb9,Leader,"This model can be attached to the following units:
■ CHAOS TERMINATOR SQUAD
■ CHOSEN",Chaos - Chaos Space Marines.cat
76b4-a2c4-208e-ceb9:invulnerable-save:c12f-5970-7d8d-beb1,unit,76b4-a2c4-208e-ceb9,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
d93f-6d73-1792-cb18:leader:2e37-6074-e784-7b4,unit,d93f-6d73-1792-cb18,Leader,"This model can be attached to the following units:
■ RAPTORS",Chaos - Chaos Space Marines.cat
d93f-6d73-1792-cb18:head-taker:849-eef4-da9f-1f47,unit,d93f-6d73-1792-cb18,Head Taker,"While this model is leading a unit, each time this model’s unit ends a Charge move, select one enemy unit within Engagement Range of this model’s unit and roll one D6 for each model in this model’s unit which is within Engagement Range of that enemy unit: for each 4+, that enemy unit suffers 1 mortal wound.",Chaos - Chaos Space Marines.cat
d93f-6d73-1792-cb18:herald-of-the-apocalypse-(aura):8033-5a4b-e17b-4658,unit,d93f-6d73-1792-cb18,Herald of the Apocalypse (Aura),"While an enemy unit is within 6"" of this model, in the Battle-shock step of your opponent’s Command phase, if that enemy unit is below its Starting Strength, it must take a Battle-shock test. This ability cannot cause a unit to take two Battle-shock tests in the same phase.",Chaos - Chaos Space Marines.cat
d93f-6d73-1792-cb18:invulnerable-save:a962-652d-46aa-754b,unit,d93f-6d73-1792-cb18,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
d9e3-8baf-128f-6389:invulnerable-save-(4+):392a-8ef0-6e7a-dbbb,unit,d9e3-8baf-128f-6389,Invulnerable Save (4+),This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
d9e3-8baf-128f-6389:leader:3c5d-5e9a-a996-7afc,unit,d9e3-8baf-128f-6389,Leader,"This model can be attached to the following units:
- ^^**Chosen^^** 
- ^^**Chaos Terminator Squad^^** 
- ^^**Legionaries^^** 
- ^^**Masters of the Maelstrom^^** 
- ^^**Red Corsairs Raiders^^**",Chaos - Chaos Space Marines.cat
d9e3-8baf-128f-6389:lord-of-badab-(aura):f413-2b4f-85c8-7cd4,unit,d9e3-8baf-128f-6389,Lord of Badab (Aura),"While a friendly ^^**Heretic Astartes Infantry**^^ unit (excluding Battle-shocked units and ^^**Damned**^^ units) is within 6"" of this model, add 1 to the Objective Control characteristic of models in that unit.",Chaos - Chaos Space Marines.cat
d9e3-8baf-128f-6389:hamadrya’s-knowledge-(psychic):b66a-e8bd-9361-1c41,unit,d9e3-8baf-128f-6389,Hamadrya’s Knowledge (Psychic),"Once per battle round, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this model’s unit, if this model’s unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to D3+3"".",Chaos - Chaos Space Marines.cat
9bbd-a535-a4ef-9680:invulnerable-save:fd6f-ea9b-f296-2aec,unit,9bbd-a535-a4ef-9680,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
9bbd-a535-a4ef-9680:dark-blessing-(aura):f50a-4106-c634-4dfb,unit,9bbd-a535-a4ef-9680,Dark Blessing (Aura),"While a friendly HERETIC ASTARTES INFANTRY unit is within 6"" of this model, each time a ranged attack is allocated to a model in that unit, that model has the Benefit of Cover against that attack.",Chaos - Chaos Space Marines.cat
9bbd-a535-a4ef-9680:ascended-daemon:407-7706-8874-ca33,unit,9bbd-a535-a4ef-9680,Ascended Daemon,"Each time this model shoot or fights, while resolving those attacks, you can re-roll one Hit roll and you can re-roll one Wound roll.",Chaos - Chaos Space Marines.cat
9bbd-a535-a4ef-9680:lord-of-chaos:4f55-12ef-83d4-4914,unit,9bbd-a535-a4ef-9680,Lord of Chaos,"While this model is within 3"" of one or more friendly ^^**Heretic Astartes Infantry^^** units, this model has the Lone Operative ability.",Chaos - Chaos Space Marines.cat
2a1d-2757-347c-58f2:invulnerable-save:beb-41f1-64f5-6469,unit,2a1d-2757-347c-58f2,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
2a1d-2757-347c-58f2:flying-horror:8261-a286-b29a-da5d,unit,2a1d-2757-347c-58f2,Flying Horror,"Each time this model ends a Normal or Advance move, select one enemy unit it moved over during that move. That unit must take a Battle-shock test.",Chaos - Chaos Space Marines.cat
2a1d-2757-347c-58f2:daemonic-destruction:3ab7-2651-6173-3298,unit,2a1d-2757-347c-58f2,Daemonic Destruction,"Each time this model ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6 for each of this model’s remaining wounds: for each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds).",Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:enhanced-warriors:7680-73aa-dbc8-b009,unit,cd9c-96e7-6dcb-bedf,Enhanced Warriors,"If this unit is attached to a unit at the start of the battle, until the end of the battle, add 1 to the Strength characteristic of melee weapons equipped by Bodyguard models in that unit and add 1 to the Toughness characteristic of Bodyguard models in that unit.",Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:leader:1f0d-2787-4129-313e,unit,cd9c-96e7-6dcb-bedf,Leader,"This model can be attached to the following units:
■ ACCURSED CULTISTS
■ CHOSEN
■ CULTIST MOB
■ LEGIONARIES",Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:surgeon-acolyte:3942-42f4-fc46-6b8e,unit,cd9c-96e7-6dcb-bedf,Surgeon Acolyte,"Once per turn, when an attack is allocated to a model in this unit, if this unit contains ^^**Fabius Bile**^^, you can change the Damage characteristic of that attack to 0.",Chaos - Chaos Space Marines.cat
cd9c-96e7-6dcb-bedf:chirurgeon:8f97-ea59-d469-e0bc,unit,cd9c-96e7-6dcb-bedf,Chirurgeon,"The first time this unit’s ^^**Fabius Bile^^** model is destroyed, at the end of the phase, roll one D6: on a 2+, set it back up on the battlefield, as close as possible to where it was destroyed and not within Engagement Range of any enemy models, with its full wounds remaining. If that model was attached to a unit when it was destroyed, it must be set up attached to that unit.",Chaos - Chaos Space Marines.cat
f399-fe33-375b-d1a2:invulnerable-save:bad8-728-1bc2-9186,unit,f399-fe33-375b-d1a2,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
f399-fe33-375b-d1a2:agent-of-discord-(aura):b637-21a9-85e9-61a0,unit,f399-fe33-375b-d1a2,Agent of Discord (Aura),"Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12"" of this model, increase the cost of that use of that Stratagem by 1CP (this is not cumulative with any other rules that would increase the CP cost of that Stratagem).",Chaos - Chaos Space Marines.cat
f399-fe33-375b-d1a2:guns-blazing:bcfc-a73a-79f9-3908,unit,f399-fe33-375b-d1a2,Guns Blazing,"Once per turn, in your opponent's Shooting phase, when an enemy unit makes a ranged attacks that targets a friendly HERETIC ASTARTES unit within 3"" of this model, after that enemy unit has shot, this model can shoot as if it were your Shooting phase, but it must target only that enemy unit when doing so and can only do so if that enemy unit is an eligible target.",Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:leader:638e-667a-a1c5-1135,unit,287f-7d48-59cf-dc1e,Leader,"This model can be attached to the following units:
■ CHOSEN
■ LEGIONARIES
■ POSSESSED",Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:daemonkin-(psychic):9616-c3fc-712-a0ac,unit,287f-7d48-59cf-dc1e,Daemonkin (Psychic),"While this model is leading a unit, add 1 to Advance and Charge rolls made for that unit.",Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:sacrificial-dagger:9aca-bf2a-148d-b019,unit,287f-7d48-59cf-dc1e,Sacrificial Dagger,"Once per phase, when this model is selected to shoot or fight, it can use this ability. If it does, this model’s unit suffers 1 mortal wound and, until the end of the phase, each time this model makes a Psychic Attack, add 1 to the Hit roll and add 1 to the Wound roll.",Chaos - Chaos Space Marines.cat
287f-7d48-59cf-dc1e:invulnerable-save:371a-1a3-6861-c828,unit,287f-7d48-59cf-dc1e,Invulnerable Save,This model has a 5+ invulnerable save.,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:invulnerable-save:ffc4-b-bb60-bc85,unit,e496-5a54-4cb2-4fc1,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:leader:d0c2-c293-3921-2275,unit,e496-5a54-4cb2-4fc1,Leader,"This model can be attached to the following units:
■ CHOSEN
■ LEGIONARIES",Chaos - Chaos Space Marines.cat
e496-5a54-4cb2-4fc1:chance-for-glory:65b0-1aae-9190-2d6e,unit,e496-5a54-4cb2-4fc1,Chance for Glory,"Once per battle, at the start of the Fight phase, this model can use this ability. If it does, until the end of the phase, improve the Strength, Attacks, Armour
Penetration and Damage characteristics of melee weapons equipped by this model by 1.",Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:invulnerable-save:d8c9-cb64-934c-1d9f,unit,b206-250d-84aa-fc42,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:leader:d81c-7f34-f563-e11b,unit,b206-250d-84aa-fc42,Leader,"This model can be attached to the following units:
■ CHAOS TERMINATOR SQUAD",Chaos - Chaos Space Marines.cat
b206-250d-84aa-fc42:formidably-resilient:ce67-fc39-8970-3137,unit,b206-250d-84aa-fc42,Formidably Resilient,"Each time an attack is allocated to this model, halve the Damage characteristic of that attack.",Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:leader:f559-54b3-6e83-37a1,unit,980d-c80a-19b2-f641,Leader,"This model can be attached to the following units:
■ CHOSEN
■ LEGIONARIES",Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:prescience-(psychic):8150-5c01-b83e-e182,unit,980d-c80a-19b2-f641,Prescience (Psychic),"While this model is leading a unit, each time an attack targets that unit, subtract 1 from the Hit roll.",Chaos - Chaos Space Marines.cat
980d-c80a-19b2-f641:gift-of-chaos-(psychic):7edb-b6b-ca54-43fe,unit,980d-c80a-19b2-f641,Gift of Chaos (Psychic),"Each time this model is selected to shoot or fight, after resolving its attacks, select one enemy unit hit by one or more of those attacks that had the [PSYCHIC] ability. That unit must take a Leadership test: if that test is failed, that unit suffers D3 mortal wounds.",Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:invulnerable-save:5f73-23cc-d1c6-9982,unit,683f-bfb2-f8d0-c39e,Invulnerable Save,This model has a 4+ invulnerable save.,Chaos - Chaos Space Marines.cat
683f-bfb2-f8d0-c39e:leader:d23e-95b7-a67c-61be,unit,683f-bfb2-f8d0-c39e,Leader,"This model can be attached to the following units:
■ CHAOS TERMINATOR SQUAD",Chaos - Chaos Space Marines.cat
