unit_id,faction,unit_name,selection_type,models_min,models_max,suggestion_rank,suggestion_score,suggestion_reason,guide_faction,guide_unit_name,guide_model_name,base_size_text,base_type,base_shape,base_width_mm,base_depth_mm,source_page,source,source_url,source_updated
df63-56a0-92e1-6191,Xenos - Orks,Squiggoth [Legends],model,1,1,1,0.67,name similarity 0.62; token overlap 0.50; faction compatible,ORKS,Gargantuan Squiggoth,,Hull,hull,hull,,,43,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b8fe-c7af-20fd-631d,Xenos - Orks,Kill Tank [Legends],model,1,1,1,0.63,name similarity 0.74; token overlap 0.00; faction compatible,ORKS,Killa Kans,,60mm,round,round,60,60,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b8fe-c7af-20fd-631d,Xenos - Orks,Kill Tank [Legends],model,1,1,2,0.60,name similarity 0.59; token overlap 0.33; faction compatible,ORKS,Kill Rig,,170x109mm Oval Base,oval,oval,170,109,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
5c83-d9c7-5c58-8357,Xenos - Orks,Mega Dread [Legends],model,1,1,1,0.69,name similarity 0.70; token overlap 0.33; faction compatible,ORKS,Deff Dread,,60mm,round,round,60,60,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
121b-9fda-2ccb-e38c,Xenos - Orks,Meka-Dread [Legends],model,1,1,1,0.69,name similarity 0.70; token overlap 0.33; faction compatible,ORKS,Deff Dread,,60mm,round,round,60,60,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
609a-6ef1-a3e3-3baa,Xenos - Orks,Big Trakk [Legends],model,1,1,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,ORKS,Big Mek,,50mm,round,round,50,50,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6aed-92bb-49d6-12da,Xenos - Orks,Warboss on Warbike [Legends],model,1,1,1,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Warboss,,40mm,round,round,40,40,43,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6aed-92bb-49d6-12da,Xenos - Orks,Warboss on Warbike [Legends],model,1,1,2,0.58,name similarity 0.62; token overlap 0.17; faction compatible,ORKS,Warboss in Mega Armour,,50mm,round,round,50,50,43,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4852-225b-c426-c9b5,Xenos - Orks,Painboy on Warbike [Legends],model,1,1,1,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Painboy,,32mm,round,round,32,32,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e969-cbc8-60a6-affb,Xenos - Orks,Warbuggies [Legends],unit,1,2,1,0.63,name similarity 0.74; token overlap 0.00; faction compatible,ORKS,Warbikers,,75x42mm Oval Base,oval,oval,75,42,43,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
7eb0-5bc7-24c-6cb4,Xenos - Orks,Big Gunz [Legends],unit,1,2,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,ORKS,Mek Gunz,,Hull,hull,hull,,,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
7eb0-5bc7-24c-6cb4,Xenos - Orks,Big Gunz [Legends],unit,1,2,2,0.56,name similarity 0.53; token overlap 0.33; faction compatible,ORKS,Big Mek,,50mm,round,round,50,50,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
51a5-6c92-806e-57d6,Xenos - Orks,Deffkoptas with Big Shootas [Legends],unit,3,3,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,ORKS,Deffkoptas,,75x42mm Oval Base,oval,oval,75,42,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3444-a152-c9e6-31aa,Xenos - Orks,Kill Krusha [Legends],model,1,1,1,0.64,name similarity 0.63; token overlap 0.33; faction compatible,ORKS,Kill Rig,,170x109mm Oval Base,oval,oval,170,109,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3444-a152-c9e6-31aa,Xenos - Orks,Kill Krusha [Legends],model,1,1,2,0.58,name similarity 0.67; token overlap 0.00; faction compatible,ORKS,Killa Kans,,60mm,round,round,60,60,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dd02-c92c-fb0a-54ec,Xenos - Orks,Fighta-Bommer [Legends],model,1,1,1,0.74,name similarity 0.77; token overlap 0.33; faction compatible,ORKS,Blitza-bommer,,120x92mm Oval Base,oval,oval,120,92,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
dd02-c92c-fb0a-54ec,Xenos - Orks,Fighta-Bommer [Legends],model,1,1,2,0.64,name similarity 0.64; token overlap 0.33; faction compatible,ORKS,Burna-bommer,,120x92mm Oval Base,oval,oval,120,92,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8b2-ca6b-b00c-d64c,Xenos - Orks,Big Mek on Warbike [Legends],model,1,1,1,0.62,name similarity 0.56; token overlap 0.50; faction compatible,ORKS,Big Mek,,50mm,round,round,50,50,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8b2-ca6b-b00c-d64c,Xenos - Orks,Big Mek on Warbike [Legends],model,1,1,2,0.61,name similarity 0.62; token overlap 0.29; faction compatible,ORKS,Big Mek in Mega Armour,,40mm,round,round,40,40,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3e53-68fa-a7b4-d6c6,Xenos - Orks,Grotmas Gitz [Legends],model,1,1,1,0.64,name similarity 0.64; token overlap 0.33; faction compatible,ORKS,Flash Gitz,,40mm,round,round,40,40,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6a69-8e75-49ae-408f,Xenos - Orks,Upstart Gretchin [Crucible],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,ORKS,Gretchin,,25mm,round,round,25,25,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6a69-8e75-49ae-408f,Xenos - Orks,Upstart Gretchin [Crucible],model,1,1,2,0.70,name similarity 0.67; token overlap 0.50; faction compatible,ORKS,Gretchin,Runtherd,32mm,round,round,32,32,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6de0-279f-b471-65ca,Xenos - T'au Empire,Commander in Crisis Battlesuit [Legends],model,1,1,2,0.86,name similarity 0.84; token overlap 0.60; faction compatible,T’AU EMPIRE,Commander in Enforcer Battlesuit,,60mm,round,round,60,60,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6de0-279f-b471-65ca,Xenos - T'au Empire,Commander in Crisis Battlesuit [Legends],model,1,1,3,0.57,name similarity 0.60; token overlap 0.17; faction compatible,T’AU EMPIRE,Crisis Sunforge Battlesuits,,50mm,round,round,50,50,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
de16-2476-9749-b603,Xenos - T'au Empire,Crisis Battlesuits [Legends],unit,2,5,2,0.83,name similarity 0.78; token overlap 0.67; faction compatible,T’AU EMPIRE,Crisis Fireknife Battlesuits,,50mm,round,round,50,50,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
de16-2476-9749-b603,Xenos - T'au Empire,Crisis Battlesuits [Legends],unit,2,5,3,0.82,name similarity 0.77; token overlap 0.67; faction compatible,T’AU EMPIRE,Crisis Starscythe Battlesuits,,50mm,round,round,50,50,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b146-daf1-9b8b-6de9,Xenos - T'au Empire,R'varna Battlesuit [Legends],model,1,1,1,0.68,name similarity 0.69; token overlap 0.33; faction compatible,T’AU EMPIRE,Riptide Battlesuit,,120x92mm Oval Base,oval,oval,120,92,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b146-daf1-9b8b-6de9,Xenos - T'au Empire,R'varna Battlesuit [Legends],model,1,1,2,0.61,name similarity 0.59; token overlap 0.33; faction compatible,T’AU EMPIRE,Ghostkeel Battlesuit,,105x70mm Oval Base,oval,oval,105,70,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b146-daf1-9b8b-6de9,Xenos - T'au Empire,R'varna Battlesuit [Legends],model,1,1,3,0.59,name similarity 0.68; token overlap 0.00; faction compatible,T’AU EMPIRE,Broadside Battlesuits,,60mm,round,round,60,60,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8013-c4e0-166e-a961,Xenos - T'au Empire,Y'vahra Battlesuit [Legends],model,1,1,1,0.68,name similarity 0.69; token overlap 0.33; faction compatible,T’AU EMPIRE,Riptide Battlesuit,,120x92mm Oval Base,oval,oval,120,92,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8013-c4e0-166e-a961,Xenos - T'au Empire,Y'vahra Battlesuit [Legends],model,1,1,2,0.65,name similarity 0.65; token overlap 0.33; faction compatible,T’AU EMPIRE,Ghostkeel Battlesuit,,105x70mm Oval Base,oval,oval,105,70,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8013-c4e0-166e-a961,Xenos - T'au Empire,Y'vahra Battlesuit [Legends],model,1,1,3,0.62,name similarity 0.72; token overlap 0.00; faction compatible,T’AU EMPIRE,Stealth Battlesuits,,32mm,round,round,32,32,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
934d-30ac-34a3-f113,Xenos - T'au Empire,TX42 Piranha [Legends],model,1,1,1,0.60,name similarity 0.70; token overlap 0.00; faction compatible,T’AU EMPIRE,Piranhas,,Large Flying Base,large_flying_base,flying,,,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f4b8-7132-6738-547c,Xenos - T'au Empire,Knarloc Riders [Legends],unit,3,3,1,0.70,name similarity 0.71; token overlap 0.33; faction compatible,T’AU EMPIRE,Krootox Riders,,50mm,round,round,50,50,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9b21-52b7-6d8b-3e51,Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],unit,1,2,1,0.63,name similarity 0.65; token overlap 0.25; faction compatible,T’AU EMPIRE,Broadside Battlesuits,,60mm,round,round,60,60,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9b21-52b7-6d8b-3e51,Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],unit,1,2,2,0.62,name similarity 0.63; token overlap 0.25; faction compatible,T’AU EMPIRE,Stealth Battlesuits,,32mm,round,round,32,32,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9b21-52b7-6d8b-3e51,Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],unit,1,2,3,0.57,name similarity 0.59; token overlap 0.20; faction compatible,T’AU EMPIRE,Crisis Starscythe Battlesuits,,50mm,round,round,50,50,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a6b-c7be-b8fd-28,Xenos - T'au Empire,XV9 Hazard Battlesuit,model,1,1,1,0.64,name similarity 0.67; token overlap 0.25; faction compatible,T’AU EMPIRE,Riptide Battlesuit,,120x92mm Oval Base,oval,oval,120,92,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a6b-c7be-b8fd-28,Xenos - T'au Empire,XV9 Hazard Battlesuit,model,1,1,2,0.58,name similarity 0.59; token overlap 0.25; faction compatible,T’AU EMPIRE,Ghostkeel Battlesuit,,105x70mm Oval Base,oval,oval,105,70,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ed9c-6a08-c915-c757,Xenos - T'au Empire,Battlesuit Veteran [Crucible],model,1,1,1,0.58,name similarity 0.56; token overlap 0.33; faction compatible,T’AU EMPIRE,Riptide Battlesuit,,120x92mm Oval Base,oval,oval,120,92,48,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
92a2-7511-1173-a696,Xenos - Tyranids,Carnifex,model,1,1,1,0.75,name similarity 0.89; token overlap 0.00; faction compatible,TYRANIDS,Carnifexes,,105x70mm Oval Base,oval,oval,105,70,51,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f46f-9d2b-1f97-aaf6,Xenos - Tyranids,Sky-slasher Swarms [Legends],unit,3,3,1,0.58,name similarity 0.58; token overlap 0.25; faction compatible,TYRANIDS,Ripper Swarms,,40mm,round,round,40,40,51,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c17f-f55f-a3cb-530b,Xenos - Tyranids,Malanthrope [Legends],model,1,1,1,0.63,name similarity 0.73; token overlap 0.00; faction compatible,TYRANIDS,Zoanthropes,,40mm,round,round,40,40,52,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
31f9-9730-853c-6f13,Xenos - Tyranids,Tyranid Prime with Lash Whip,model,1,1,1,0.63,name similarity 0.60; token overlap 0.40; faction compatible,TYRANIDS,Winged Tyranid Prime,,50mm,round,round,50,50,52,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
5b1d-134a-9996-b634,Unaligned Forces,Aegis Defence Line with Weapon Emplacement [Legends],model,1,1,1,0.64,name similarity 0.65; token overlap 0.60,ASTRA MILITARUM,Aegis Defence Line,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e3ba-7f87-c32-229,Unaligned Forces,Guardian Drone [Legends],model,1,1,1,0.60,name similarity 0.69; token overlap 0.33,AELDARI,Guardian Defenders,,28.5mm,round,round,28.5,28.5,19,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e3ba-7f87-c32-229,Unaligned Forces,Guardian Drone [Legends],model,1,1,2,0.60,name similarity 0.69; token overlap 0.33,AELDARI,Guardian Defenders,Heavy Weapon Platform,40mm,round,round,40,40,19,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f39-fc54-f95a-8395,Unaligned Forces,Primaris Redoubt [Legends],model,1,1,1,0.57,name similarity 0.65; token overlap 0.33,ASTRA MILITARUM,Primaris Psyker,,32mm,round,round,32,32,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
da76-e18f-523e-d45a,Unaligned Forces,Spindle Drones [Legends],unit,4,4,1,0.64,name similarity 0.74; token overlap 0.33,CHAOS DAEMONS,Plague Drones,,Large Flying Base,large_flying_base,flying,,,25,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
da76-e18f-523e-d45a,Unaligned Forces,Spindle Drones [Legends],unit,4,4,2,0.64,name similarity 0.74; token overlap 0.33,DAEMONS,Plague Drones,,Large Flying Base,large_flying_base,flying,,,31,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
64b7-a2df-416a-9963,Unaligned Forces,Wall of Martyrs Defence Line [Legends],model,1,1,1,0.57,name similarity 0.65; token overlap 0.33,ASTRA MILITARUM,Aegis Defence Line,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
